projectId,hostRegionCode,cityId,hostRegion,category,categoryName,phase,areaId,areaShortCode,exactAreaName,latitude,longitude,analysisRadiusM,geometryType,lengthM,widthM,heightM,bearingDeg,zOffsetM,colorHex,opacity,renderEnabled,designDescription,implementationStatus,spatialPrecision,evidenceClass,sourceUrl,allocationCents
philadelphia-tnc-TMP,9,philadelphia,Philadelphia,tnc,Managed rideshare hub,temporary,phi-lots-de,PHI-DE,Lincoln Financial Field Lots D/E east approach,39.90006,-75.16965,300,polygon_extrusion,70,45,0.2,20,0.05,#F59E0B,0.55,Yes,staffed geofenced pickup with temporary lane control,concept_only,planning_anchor ±25–100 m,engineering_assumption,https://www.lincolnfinancialfield.com/lots-de/,20000000
philadelphia-tnc-PERM,9,philadelphia,Philadelphia,tnc,Managed rideshare hub,permanent,phi-lots-de,PHI-DE,Lincoln Financial Field Lots D/E east approach,39.90006,-75.16965,300,polygon_extrusion,70,45,0.2,27,0.1,#2563EB,0.85,Yes,off-street rideshare hub with accessible bays,concept_only,planning_anchor ±25–100 m,engineering_assumption,https://www.lincolnfinancialfield.com/lots-de/,20000000
philadelphia-wayfinding-TMP,9,philadelphia,Philadelphia,wayfinding,Multilingual wayfinding,temporary,phi-nrg-station,PHI-NRG,NRG Station and Broad Street queue zone,39.9047,-75.1736,250,point_model,1,1,2.5,37,0.05,#F59E0B,0.55,Yes,portable signs; digital messages; multilingual ambassadors,concept_only,planning_anchor ±25–100 m,engineering_assumption,https://wwww.septa.org/news/infrastructure-improvements-for-fifa/,13500000
philadelphia-wayfinding-PERM,9,philadelphia,Philadelphia,wayfinding,Multilingual wayfinding,permanent,phi-nrg-station,PHI-NRG,NRG Station and Broad Street queue zone,39.9047,-75.1736,250,point_model,1,1,4,44,0.1,#2563EB,0.85,Yes,fixed multilingual physical and digital wayfinding,concept_only,planning_anchor ±25–100 m,engineering_assumption,https://wwww.septa.org/news/infrastructure-improvements-for-fifa/,16500000
philadelphia-station-TMP,9,philadelphia,Philadelphia,station,Station-capacity package,temporary,phi-nrg-station,PHI-NRG,NRG Station and Broad Street queue zone,39.9047,-75.1736,250,glb_model,120,45,6,54,0.05,#F59E0B,0.55,Yes,temporary gates; queue barriers; portable fare equipment,concept_only,planning_anchor ±25–100 m,engineering_assumption,https://wwww.septa.org/news/infrastructure-improvements-for-fifa/,50000000
philadelphia-station-PERM,9,philadelphia,Philadelphia,station,Station-capacity package,permanent,phi-nrg-station,PHI-NRG,NRG Station and Broad Street queue zone,39.9047,-75.1736,250,glb_model,120,45,18,61,0.1,#2563EB,0.85,Yes,"platform, entry and circulation expansion",concept_only,planning_anchor ±25–100 m,engineering_assumption,https://wwww.septa.org/news/infrastructure-improvements-for-fifa/,200000000
philadelphia-toc-TMP,9,philadelphia,Philadelphia,toc,Integrated traffic operations,temporary,phi-lots-de,PHI-DE,Lincoln Financial Field Lots D/E east approach,39.90006,-75.16965,300,glb_model,60,40,4,71,0.05,#F59E0B,0.55,Yes,unified incident command and temporary sensor feeds,concept_only,planning_anchor ±25–100 m,engineering_assumption,https://www.lincolnfinancialfield.com/lots-de/,37500000
philadelphia-toc-PERM,9,philadelphia,Philadelphia,toc,Integrated traffic operations,permanent,phi-lots-de,PHI-DE,Lincoln Financial Field Lots D/E east approach,39.90006,-75.16965,300,glb_model,60,40,12,78,0.1,#2563EB,0.85,Yes,integrated operations center and adaptive dispatch,concept_only,planning_anchor ±25–100 m,engineering_assumption,https://www.lincolnfinancialfield.com/lots-de/,112500000
philadelphia-access-TMP,9,philadelphia,Philadelphia,access,ADA/microtransit access,temporary,phi-nrg-station,PHI-NRG,NRG Station and Broad Street queue zone,39.9047,-75.1736,250,line_extrusion,800,3,0.1,88,0.05,#F59E0B,0.55,No,accessible shuttles; temporary ramps and staffed assistance,concept_only,planning_anchor ±25–100 m,engineering_assumption,https://wwww.septa.org/news/infrastructure-improvements-for-fifa/,0
philadelphia-access-PERM,9,philadelphia,Philadelphia,access,ADA/microtransit access,permanent,phi-nrg-station,PHI-NRG,NRG Station and Broad Street queue zone,39.9047,-75.1736,250,line_extrusion,800,3,0.1,95,0.1,#2563EB,0.85,No,ADA ramps; tactile guidance; accessible first/last-mile network,concept_only,planning_anchor ±25–100 m,engineering_assumption,https://wwww.septa.org/news/infrastructure-improvements-for-fifa/,0
sf-bay-service-TMP,10,sf-bay,San Francisco Bay Area,service,Extra transit service,temporary,sf-great-america-station,SF-GA,Great America VTA station platform queue,37.403468,-121.974908,250,animated_route,1500,2,0.5,290,0.05,#F59E0B,0.55,Yes,extra rail/bus vehicle-hours; standby operators; event timetable,concept_only,planning_anchor ±25–100 m,engineering_assumption,https://www.vta.org/go/stations/great-america,132000000
sf-bay-service-PERM,10,sf-bay,San Francisco Bay Area,service,Extra transit service,permanent,sf-great-america-station,SF-GA,Great America VTA station platform queue,37.403468,-121.974908,250,animated_route,1500,2,1,297,0.1,#2563EB,0.85,Yes,recurring major-event service plan; fleet and stabling readiness,concept_only,planning_anchor ±25–100 m,engineering_assumption,https://www.vta.org/go/stations/great-america,33000000
sf-bay-buslane-TMP,10,sf-bay,San Francisco Bay Area,buslane,Transit-priority lanes,temporary,sf-tasman-debartolo,SF-TAS,Tasman Drive and Marie P. DeBartolo Way east plaza,37.4035,-121.9696,300,line_extrusion,3200,3.5,0.1,307,0.05,#F59E0B,0.55,Yes,cone- and paint-defined bus lane with enforcement,concept_only,planning_anchor ±25–100 m,engineering_assumption,https://www.vta.org/media/37311,64800000
sf-bay-buslane-PERM,10,sf-bay,San Francisco Bay Area,buslane,Transit-priority lanes,permanent,sf-tasman-debartolo,SF-TAS,Tasman Drive and Marie P. DeBartolo Way east plaza,37.4035,-121.9696,300,line_extrusion,3200,3.5,0.1,314,0.1,#2563EB,0.85,Yes,dedicated or peak-period transit-priority lane,concept_only,planning_anchor ±25–100 m,engineering_assumption,https://www.vta.org/media/37311,79200000
sf-bay-signals-TMP,10,sf-bay,San Francisco Bay Area,signals,Signal timing plans,temporary,sf-tasman-debartolo,SF-TAS,Tasman Drive and Marie P. DeBartolo Way east plaza,37.4035,-121.9696,300,point_model,1,1,3,324,0.05,#F59E0B,0.55,Yes,police/manual traffic control and temporary timing plan,concept_only,planning_anchor ±25–100 m,engineering_assumption,https://www.vta.org/media/37311,9000000
sf-bay-signals-PERM,10,sf-bay,San Francisco Bay Area,signals,Signal timing plans,permanent,sf-tasman-debartolo,SF-TAS,Tasman Drive and Marie P. DeBartolo Way east plaza,37.4035,-121.9696,300,point_model,1,1,6,331,0.1,#2563EB,0.85,Yes,adaptive controllers and transit signal priority,concept_only,planning_anchor ±25–100 m,engineering_assumption,https://www.vta.org/media/37311,27000000
sf-bay-hub-TMP,10,sf-bay,San Francisco Bay Area,hub,Hub-to-stadium shuttle package,temporary,sf-tasman-debartolo,SF-TAS,Tasman Drive and Marie P. DeBartolo Way east plaza,37.4035,-121.9696,300,polygon_extrusion,90,60,3,341,0.05,#F59E0B,0.55,Yes,pop-up shuttle zone; temporary shelters and dispatch,concept_only,planning_anchor ±25–100 m,engineering_assumption,https://www.vta.org/media/37311,30000000
sf-bay-hub-PERM,10,sf-bay,San Francisco Bay Area,hub,Hub-to-stadium shuttle package,permanent,sf-tasman-debartolo,SF-TAS,Tasman Drive and Marie P. DeBartolo Way east plaza,37.4035,-121.9696,300,polygon_extrusion,90,60,6,348,0.1,#2563EB,0.85,Yes,permanent multimodal mobility hub,concept_only,planning_anchor ±25–100 m,engineering_assumption,https://www.vta.org/media/37311,45000000
sf-bay-parkride-TMP,10,sf-bay,San Francisco Bay Area,parkride,Park-and-ride package,temporary,sf-tasman-debartolo,SF-TAS,Tasman Drive and Marie P. DeBartolo Way east plaza,37.4035,-121.9696,300,polygon_extrusion,220,150,0.2,358,0.05,#F59E0B,0.55,Yes,leased intercept lots and temporary signing,concept_only,planning_anchor ±25–100 m,engineering_assumption,https://www.vta.org/media/37311,22500000
sf-bay-parkride-PERM,10,sf-bay,San Francisco Bay Area,parkride,Park-and-ride package,permanent,sf-tasman-debartolo,SF-TAS,Tasman Drive and Marie P. DeBartolo Way east plaza,37.4035,-121.9696,300,polygon_extrusion,220,150,0.2,5,0.1,#2563EB,0.85,Yes,permanent park-and-ride with charging and transit access,concept_only,planning_anchor ±25–100 m,engineering_assumption,https://www.vta.org/media/37311,22500000
sf-bay-ped-TMP,10,sf-bay,San Francisco Bay Area,ped,Protected pedestrian corridor,temporary,sf-great-america-station,SF-GA,Great America VTA station platform queue,37.403468,-121.974908,250,line_extrusion,1600,6,0.15,15,0.05,#F59E0B,0.55,No,barricaded protected corridor; marshals and lighting,concept_only,planning_anchor ±25–100 m,engineering_assumption,https://www.vta.org/go/stations/great-america,0
sf-bay-ped-PERM,10,sf-bay,San Francisco Bay Area,ped,Protected pedestrian corridor,permanent,sf-great-america-station,SF-GA,Great America VTA station platform queue,37.403468,-121.974908,250,line_extrusion,1600,6,0.15,22,0.1,#0F766E,0.85,No,widened sidewalk; lighting; drainage and separation,concept_only,planning_anchor ±25–100 m,engineering_assumption,https://www.vta.org/go/stations/great-america,0
sf-bay-bike-TMP,10,sf-bay,San Francisco Bay Area,bike,Protected bicycle access,temporary,sf-great-america-station,SF-GA,Great America VTA station platform queue,37.403468,-121.974908,250,line_extrusion,3200,3,0.1,32,0.05,#F59E0B,0.55,No,pop-up protected lane and attended bike valet,concept_only,planning_anchor ±25–100 m,engineering_assumption,https://www.vta.org/go/stations/great-america,0
sf-bay-bike-PERM,10,sf-bay,San Francisco Bay Area,bike,Protected bicycle access,permanent,sf-great-america-station,SF-GA,Great America VTA station platform queue,37.403468,-121.974908,250,line_extrusion,3200,3,0.1,39,0.1,#0F766E,0.85,No,protected bikeway and secure long-term parking,concept_only,planning_anchor ±25–100 m,engineering_assumption,https://www.vta.org/go/stations/great-america,0
sf-bay-tnc-TMP,10,sf-bay,San Francisco Bay Area,tnc,Managed rideshare hub,temporary,sf-tasman-debartolo,SF-TAS,Tasman Drive and Marie P. DeBartolo Way east plaza,37.4035,-121.9696,300,polygon_extrusion,70,45,0.2,49,0.05,#F59E0B,0.55,Yes,staffed geofenced pickup with temporary lane control,concept_only,planning_anchor ±25–100 m,engineering_assumption,https://www.vta.org/media/37311,40000000
sf-bay-tnc-PERM,10,sf-bay,San Francisco Bay Area,tnc,Managed rideshare hub,permanent,sf-tasman-debartolo,SF-TAS,Tasman Drive and Marie P. DeBartolo Way east plaza,37.4035,-121.9696,300,polygon_extrusion,70,45,0.2,56,0.1,#2563EB,0.85,Yes,off-street rideshare hub with accessible bays,concept_only,planning_anchor ±25–100 m,engineering_assumption,https://www.vta.org/media/37311,40000000
sf-bay-wayfinding-TMP,10,sf-bay,San Francisco Bay Area,wayfinding,Multilingual wayfinding,temporary,sf-great-america-station,SF-GA,Great America VTA station platform queue,37.403468,-121.974908,250,point_model,1,1,2.5,66,0.05,#F59E0B,0.55,Yes,portable signs; digital messages; multilingual ambassadors,concept_only,planning_anchor ±25–100 m,engineering_assumption,https://www.vta.org/go/stations/great-america,27000000
sf-bay-wayfinding-PERM,10,sf-bay,San Francisco Bay Area,wayfinding,Multilingual wayfinding,permanent,sf-great-america-station,SF-GA,Great America VTA station platform queue,37.403468,-121.974908,250,point_model,1,1,4,73,0.1,#2563EB,0.85,Yes,fixed multilingual physical and digital wayfinding,concept_only,planning_anchor ±25–100 m,engineering_assumption,https://www.vta.org/go/stations/great-america,33000000
sf-bay-station-TMP,10,sf-bay,San Francisco Bay Area,station,Station-capacity package,temporary,sf-great-america-station,SF-GA,Great America VTA station platform queue,37.403468,-121.974908,250,glb_model,120,45,6,83,0.05,#F59E0B,0.55,Yes,temporary gates; queue barriers; portable fare equipment,concept_only,planning_anchor ±25–100 m,engineering_assumption,https://www.vta.org/go/stations/great-america,25000000
sf-bay-station-PERM,10,sf-bay,San Francisco Bay Area,station,Station-capacity package,permanent,sf-great-america-station,SF-GA,Great America VTA station platform queue,37.403468,-121.974908,250,glb_model,120,45,18,90,0.1,#2563EB,0.85,Yes,"platform, entry and circulation expansion",concept_only,planning_anchor ±25–100 m,engineering_assumption,https://www.vta.org/go/stations/great-america,100000000
sf-bay-toc-TMP,10,sf-bay,San Francisco Bay Area,toc,Integrated traffic operations,temporary,sf-tasman-debartolo,SF-TAS,Tasman Drive and Marie P. DeBartolo Way east plaza,37.4035,-121.9696,300,glb_model,60,40,4,100,0.05,#F59E0B,0.55,Yes,unified incident command and temporary sensor feeds,concept_only,planning_anchor ±25–100 m,engineering_assumption,https://www.vta.org/media/37311,37500000
sf-bay-toc-PERM,10,sf-bay,San Francisco Bay Area,toc,Integrated traffic operations,permanent,sf-tasman-debartolo,SF-TAS,Tasman Drive and Marie P. DeBartolo Way east plaza,37.4035,-121.9696,300,glb_model,60,40,12,107,0.1,#2563EB,0.85,Yes,integrated operations center and adaptive dispatch,concept_only,planning_anchor ±25–100 m,engineering_assumption,https://www.vta.org/media/37311,112500000
sf-bay-access-TMP,10,sf-bay,San Francisco Bay Area,access,ADA/microtransit access,temporary,sf-great-america-station,SF-GA,Great America VTA station platform queue,37.403468,-121.974908,250,line_extrusion,800,3,0.1,117,0.05,#F59E0B,0.55,No,accessible shuttles; temporary ramps and staffed assistance,concept_only,planning_anchor ±25–100 m,engineering_assumption,https://www.vta.org/go/stations/great-america,0
sf-bay-access-PERM,10,sf-bay,San Francisco Bay Area,access,ADA/microtransit access,permanent,sf-great-america-station,SF-GA,Great America VTA station platform queue,37.403468,-121.974908,250,line_extrusion,800,3,0.1,124,0.1,#2563EB,0.85,No,ADA ramps; tactile guidance; accessible first/last-mile network,concept_only,planning_anchor ±25–100 m,engineering_assumption,https://www.vta.org/go/stations/great-america,0
seattle-service-TMP,11,seattle,Seattle,service,Extra transit service,temporary,sea-stadium-station,SEA-STA,Stadium Station and Royal Brougham Way approach,47.5917,-122.3272,250,animated_route,1500,2,0.5,319,0.05,#F59E0B,0.55,Yes,extra rail/bus vehicle-hours; standby operators; event timetable,concept_only,planning_anchor ±25–100 m,engineering_assumption,https://www.soundtransit.org/ride-with-us/popular-destinations/lumen-field,132000000
seattle-service-PERM,11,seattle,Seattle,service,Extra transit service,permanent,sea-stadium-station,SEA-STA,Stadium Station and Royal Brougham Way approach,47.5917,-122.3272,250,animated_route,1500,2,1,326,0.1,#2563EB,0.85,Yes,recurring major-event service plan; fleet and stabling readiness,concept_only,planning_anchor ±25–100 m,engineering_assumption,https://www.soundtransit.org/ride-with-us/popular-destinations/lumen-field,33000000
seattle-buslane-TMP,11,seattle,Seattle,buslane,Transit-priority lanes,temporary,sea-occidental-south,SEA-OCC,Occidental Avenue South plaza approach,47.5925,-122.3328,300,line_extrusion,3200,3.5,0.1,336,0.05,#F59E0B,0.55,Yes,cone- and paint-defined bus lane with enforcement,concept_only,planning_anchor ±25–100 m,engineering_assumption,https://www.lumenfield.com/multi-day-events/taylor-swift-2023,48600000
seattle-buslane-PERM,11,seattle,Seattle,buslane,Transit-priority lanes,permanent,sea-occidental-south,SEA-OCC,Occidental Avenue South plaza approach,47.5925,-122.3328,300,line_extrusion,3200,3.5,0.1,343,0.1,#2563EB,0.85,Yes,dedicated or peak-period transit-priority lane,concept_only,planning_anchor ±25–100 m,engineering_assumption,https://www.lumenfield.com/multi-day-events/taylor-swift-2023,59400000
seattle-signals-TMP,11,seattle,Seattle,signals,Signal timing plans,temporary,sea-occidental-south,SEA-OCC,Occidental Avenue South plaza approach,47.5925,-122.3328,300,point_model,1,1,3,353,0.05,#F59E0B,0.55,Yes,police/manual traffic control and temporary timing plan,concept_only,planning_anchor ±25–100 m,engineering_assumption,https://www.lumenfield.com/multi-day-events/taylor-swift-2023,9000000
seattle-signals-PERM,11,seattle,Seattle,signals,Signal timing plans,permanent,sea-occidental-south,SEA-OCC,Occidental Avenue South plaza approach,47.5925,-122.3328,300,point_model,1,1,6,0,0.1,#2563EB,0.85,Yes,adaptive controllers and transit signal priority,concept_only,planning_anchor ±25–100 m,engineering_assumption,https://www.lumenfield.com/multi-day-events/taylor-swift-2023,27000000
seattle-hub-TMP,11,seattle,Seattle,hub,Hub-to-stadium shuttle package,temporary,sea-occidental-south,SEA-OCC,Occidental Avenue South plaza approach,47.5925,-122.3328,300,polygon_extrusion,90,60,3,10,0.05,#F59E0B,0.55,No,pop-up shuttle zone; temporary shelters and dispatch,concept_only,planning_anchor ±25–100 m,engineering_assumption,https://www.lumenfield.com/multi-day-events/taylor-swift-2023,0
seattle-hub-PERM,11,seattle,Seattle,hub,Hub-to-stadium shuttle package,permanent,sea-occidental-south,SEA-OCC,Occidental Avenue South plaza approach,47.5925,-122.3328,300,polygon_extrusion,90,60,6,17,0.1,#2563EB,0.85,No,permanent multimodal mobility hub,concept_only,planning_anchor ±25–100 m,engineering_assumption,https://www.lumenfield.com/multi-day-events/taylor-swift-2023,0
seattle-parkride-TMP,11,seattle,Seattle,parkride,Park-and-ride package,temporary,sea-occidental-south,SEA-OCC,Occidental Avenue South plaza approach,47.5925,-122.3328,300,polygon_extrusion,220,150,0.2,27,0.05,#F59E0B,0.55,No,leased intercept lots and temporary signing,concept_only,planning_anchor ±25–100 m,engineering_assumption,https://www.lumenfield.com/multi-day-events/taylor-swift-2023,0
seattle-parkride-PERM,11,seattle,Seattle,parkride,Park-and-ride package,permanent,sea-occidental-south,SEA-OCC,Occidental Avenue South plaza approach,47.5925,-122.3328,300,polygon_extrusion,220,150,0.2,34,0.1,#2563EB,0.85,No,permanent park-and-ride with charging and transit access,concept_only,planning_anchor ±25–100 m,engineering_assumption,https://www.lumenfield.com/multi-day-events/taylor-swift-2023,0
seattle-ped-TMP,11,seattle,Seattle,ped,Protected pedestrian corridor,temporary,sea-stadium-station,SEA-STA,Stadium Station and Royal Brougham Way approach,47.5917,-122.3272,250,line_extrusion,1600,6,0.15,44,0.05,#F59E0B,0.55,Yes,barricaded protected corridor; marshals and lighting,concept_only,planning_anchor ±25–100 m,engineering_assumption,https://www.soundtransit.org/ride-with-us/popular-destinations/lumen-field,21000000
seattle-ped-PERM,11,seattle,Seattle,ped,Protected pedestrian corridor,permanent,sea-stadium-station,SEA-STA,Stadium Station and Royal Brougham Way approach,47.5917,-122.3272,250,line_extrusion,1600,6,0.15,51,0.1,#0F766E,0.85,Yes,widened sidewalk; lighting; drainage and separation,concept_only,planning_anchor ±25–100 m,engineering_assumption,https://www.soundtransit.org/ride-with-us/popular-destinations/lumen-field,39000000
seattle-bike-TMP,11,seattle,Seattle,bike,Protected bicycle access,temporary,sea-stadium-station,SEA-STA,Stadium Station and Royal Brougham Way approach,47.5917,-122.3272,250,line_extrusion,3200,3,0.1,61,0.05,#F59E0B,0.55,No,pop-up protected lane and attended bike valet,concept_only,planning_anchor ±25–100 m,engineering_assumption,https://www.soundtransit.org/ride-with-us/popular-destinations/lumen-field,0
seattle-bike-PERM,11,seattle,Seattle,bike,Protected bicycle access,permanent,sea-stadium-station,SEA-STA,Stadium Station and Royal Brougham Way approach,47.5917,-122.3272,250,line_extrusion,3200,3,0.1,68,0.1,#0F766E,0.85,No,protected bikeway and secure long-term parking,concept_only,planning_anchor ±25–100 m,engineering_assumption,https://www.soundtransit.org/ride-with-us/popular-destinations/lumen-field,0
seattle-tnc-TMP,11,seattle,Seattle,tnc,Managed rideshare hub,temporary,sea-occidental-south,SEA-OCC,Occidental Avenue South plaza approach,47.5925,-122.3328,300,polygon_extrusion,70,45,0.2,78,0.05,#F59E0B,0.55,Yes,staffed geofenced pickup with temporary lane control,concept_only,planning_anchor ±25–100 m,engineering_assumption,https://www.lumenfield.com/multi-day-events/taylor-swift-2023,20000000
seattle-tnc-PERM,11,seattle,Seattle,tnc,Managed rideshare hub,permanent,sea-occidental-south,SEA-OCC,Occidental Avenue South plaza approach,47.5925,-122.3328,300,polygon_extrusion,70,45,0.2,85,0.1,#2563EB,0.85,Yes,off-street rideshare hub with accessible bays,concept_only,planning_anchor ±25–100 m,engineering_assumption,https://www.lumenfield.com/multi-day-events/taylor-swift-2023,20000000
seattle-wayfinding-TMP,11,seattle,Seattle,wayfinding,Multilingual wayfinding,temporary,sea-stadium-station,SEA-STA,Stadium Station and Royal Brougham Way approach,47.5917,-122.3272,250,point_model,1,1,2.5,95,0.05,#F59E0B,0.55,Yes,portable signs; digital messages; multilingual ambassadors,concept_only,planning_anchor ±25–100 m,engineering_assumption,https://www.soundtransit.org/ride-with-us/popular-destinations/lumen-field,13500000
seattle-wayfinding-PERM,11,seattle,Seattle,wayfinding,Multilingual wayfinding,permanent,sea-stadium-station,SEA-STA,Stadium Station and Royal Brougham Way approach,47.5917,-122.3272,250,point_model,1,1,4,102,0.1,#2563EB,0.85,Yes,fixed multilingual physical and digital wayfinding,concept_only,planning_anchor ±25–100 m,engineering_assumption,https://www.soundtransit.org/ride-with-us/popular-destinations/lumen-field,16500000
seattle-station-TMP,11,seattle,Seattle,station,Station-capacity package,temporary,sea-stadium-station,SEA-STA,Stadium Station and Royal Brougham Way approach,47.5917,-122.3272,250,glb_model,120,45,6,112,0.05,#F59E0B,0.55,Yes,temporary gates; queue barriers; portable fare equipment,concept_only,planning_anchor ±25–100 m,engineering_assumption,https://www.soundtransit.org/ride-with-us/popular-destinations/lumen-field,50000000
seattle-station-PERM,11,seattle,Seattle,station,Station-capacity package,permanent,sea-stadium-station,SEA-STA,Stadium Station and Royal Brougham Way approach,47.5917,-122.3272,250,glb_model,120,45,18,119,0.1,#2563EB,0.85,Yes,"platform, entry and circulation expansion",concept_only,planning_anchor ±25–100 m,engineering_assumption,https://www.soundtransit.org/ride-with-us/popular-destinations/lumen-field,200000000
seattle-toc-TMP,11,seattle,Seattle,toc,Integrated traffic operations,temporary,sea-occidental-south,SEA-OCC,Occidental Avenue South plaza approach,47.5925,-122.3328,300,glb_model,60,40,4,129,0.05,#F59E0B,0.55,Yes,unified incident command and temporary sensor feeds,concept_only,planning_anchor ±25–100 m,engineering_assumption,https://www.lumenfield.com/multi-day-events/taylor-swift-2023,37500000
seattle-toc-PERM,11,seattle,Seattle,toc,Integrated traffic operations,permanent,sea-occidental-south,SEA-OCC,Occidental Avenue South plaza approach,47.5925,-122.3328,300,glb_model,60,40,12,136,0.1,#2563EB,0.85,Yes,integrated operations center and adaptive dispatch,concept_only,planning_anchor ±25–100 m,engineering_assumption,https://www.lumenfield.com/multi-day-events/taylor-swift-2023,112500000
seattle-access-TMP,11,seattle,Seattle,access,ADA/microtransit access,temporary,sea-stadium-station,SEA-STA,Stadium Station and Royal Brougham Way approach,47.5917,-122.3272,250,line_extrusion,800,3,0.1,146,0.05,#F59E0B,0.55,No,accessible shuttles; temporary ramps and staffed assistance,concept_only,planning_anchor ±25–100 m,engineering_assumption,https://www.soundtransit.org/ride-with-us/popular-destinations/lumen-field,0
seattle-access-PERM,11,seattle,Seattle,access,ADA/microtransit access,permanent,sea-stadium-station,SEA-STA,Stadium Station and Royal Brougham Way approach,47.5917,-122.3272,250,line_extrusion,800,3,0.1,153,0.1,#2563EB,0.85,No,ADA ramps; tactile guidance; accessible first/last-mile network,concept_only,planning_anchor ±25–100 m,engineering_assumption,https://www.soundtransit.org/ride-with-us/popular-destinations/lumen-field,0
